
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: CARTOXXX.ecu

ECU identified with following data:
HWNumber    = 0261206539       (requested was 0261206539)
SWNumber    = 1037354801       (requested was 1037354801)
PartNumber  = 4B0906018R       (requested was 4B0906018R)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 
ModelId     = G02

Log packet size: 77 bytes
Logging with:    20 samples/second
Used speed is:   57600 baud
Used mode is:    HM0
Log started at:  07.06.2025 13:32:24.526

TimeStamp, fho_w     , fra_w     , lamfa_w   , lamsbg_w  , lamsoni_w , ldimn_w   , ldimx_w   , ldimxa_0  , ldimxa_1  , ldimxa_2  , ldimxa_3  , ldimxa_4  , ldimxak_w , ldptv     , ldrdtv    , ldrlms_w  , ldrlts_w  , ldtv      , ldtvm     , ldtvr_w   , misol_w   , misopl1_w , miszul_w  , mshfm_w   , nmot_w    , plsol_w   , pvdkds_w  , rkat_w    , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm_w   , tans      , tmot      , vfil_w    , wdkba     , wdks      , wnwise_w  , wped_w    , zwist     , zwout     
    2.500, 0.987061  , 1.00021   , 0.883058  , 0.883546  , 0.892335  , 0         , 83.02     , 0         , -0.25     , 0         , 0         , 0         , 0         , 41.34     , -3.54     , 176.367   , 181.289   , 82.695    , 82.8125   , 82.38     , 63.5224   , 62.5992   , 99.2188   , 31.7222   , 1811.25   , 1690.51   , 1167.89   , 0         , 84.4453   , 126.398   , 126.398   , 124.57    , 499.003   , 39        , 93        , 38.3438   , 100       , 100       , -0.546875 , 99.9999   , 9         , 9         
    2.550, 0.987061  , 1.00021   , 0.883058  , 0.883058  , 0.881349  , 0         , 81.3      , 0         , -0.25     , 0         , 0         , 0         , 0         , 39        , -1.8      , 176.719   , 181.664   , 85.32     , 85.1563   , 84.96     , 63.6475   , 62.8937   , 99.2188   , 31.5      , 1822.25   , 1691.33   , 1183.36   , 0         , 85.125    , 126.727   , 126.727   , 125.156   , 499.003   , 39        , 93        , 38.7422   , 100       , 100       , -0.421875 , 99.9999   , 11.25     , 11.25     
    2.600, 0.987061  , 1.00021   , 0.883058  , 0.883058  , 0.878175  , 0         , 80.84     , 0         , -0.25     , 0         , 0         , 0         , 0         , 37        , -3.62     , 176.672   , 181.617   , 84.73     , 84.7656   , 84.26     , 63.7757   , 62.8937   , 99.2188   , 32.6945   , 1838.75   , 1688.13   , 1198.71   , 0         , 86.5547   , 127.078   , 127.078   , 125.133   , 499.003   , 39        , 93        , 38.8906   , 100       , 100       , -0.640625 , 99.9999   , 20.25     , 20.25     
    2.650, 0.987061  , 1.00021   , 0.883058  , 0.883058  , 0.874513  , 0         , 79.485    , 0         , -0.25     , 0         , 0         , 0         , 0         , 34.79     , -1.84     , 176.648   , 181.57    , 87.23     , 87.1094   , 86.83     , 63.9527   , 63.1455   , 99.2188   , 32.8611   , 1841.75   , 1692.73   , 1213.32   , 0         , 87.6094   , 127.313   , 127.313   , 125.648   , 499.003   , 39        , 93        , 39.1094   , 100       , 100       , -0.28125  , 99.9999   , 19.5      , 19.5      
    2.700, 0.987061  , 1.00021   , 0.882814  , 0.883058  , 0.873536  , 0         , 79.11     , 0         , -0.25     , 0         , 0         , 0         , 0         , 32.9      , -3.7      , 176.602   , 181.547   , 86.505    , 86.3281   , 86.02     , 64.0717   , 63.1455   , 99.2188   , 34.5834   , 1859.5    , 1690.2    , 1225.9    , 0         , 89.0859   , 127.547   , 127.547   , 125.625   , 501.659   , 39        , 93        , 39.3906   , 100       , 100       , -0.484375 , 99.9999   , 19.5      , 19.5      
    2.750, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.874513  , 0         , 77.415    , 0         , -0.25     , 0         , 0         , 0         , 0         , 30.82     , -1.88     , 176.531   , 181.477   , 89        , 89.0625   , 88.58     , 64.206    , 63.4385   , 99.2188   , 35.2778   , 1881.5    , 1694.53   , 1237.38   , 0         , 90.5859   , 128.016   , 128.016   , 126.211   , 501.659   , 39        , 93        , 39.7109   , 100       , 100       , -0.890625 , 99.9999   , 19.5      , 19.5      
    2.800, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.876222  , 0         , 77.035    , 0         , -0.25     , 0         , 0         , 0         , 0         , 29.475    , -1.89     , 176.508   , 182.648   , 90.35     , 90.2344   , 89.985    , 64.4379   , 63.4385   , 99.2188   , 36.3611   , 1888.25   , 1690.35   , 1246.68   , 0         , 92.1328   , 128.344   , 128.344   , 126.211   , 501.659   , 39        , 93        , 39.9219   , 100       , 100       , -0.140625 , 99.9999   , 19.5      , 19.5      
    2.850, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.879152  , 0         , 75.94     , 0         , -0.25     , 0         , 0         , 0         , 0         , 28.16     , -1.905    , 176.484   , 182.625   , 91.615    , 91.4063   , 91.355    , 64.6119   , 63.8001   , 99.2188   , 36.1945   , 1899      , 1696.41   , 1261.88   , 0         , 93.1641   , 128.602   , 128.602   , 126.938   , 501.659   , 39        , 93        , 40.0156   , 100       , 100       , -0.359375 , 99.9999   , 19.5      , 19.5      
    2.900, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.883546  , 0         , 75.52     , 0         , -0.25     , 0         , 0         , 0         , 0         , 26.25     , -3.84     , 176.438   , 182.555   , 90.58     , 90.625    , 90.15     , 64.7339   , 63.8001   , 99.2188   , 37.5834   , 1914      , 1692.42   , 1277.58   , 0         , 94.3828   , 129.094   , 129.094   , 126.914   , 504.374   , 39        , 93        , 40.4688   , 100       , 100       , -0.53125  , 99.9999   , 18.75     , 18.75     
    2.950, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.883546  , 0         , 73.89     , 0         , -0.25     , 0         , 0         , 0         , 0         , 25.2      , 0         , 176.367   , 182.508   , 95        , 94.9219   , 95.46     , 65.0147   , 64.0931   , 99.2188   , 38.7778   , 1930.75   , 1696.52   , 1291.37   , 0         , 95.6016   , 129.398   , 129.398   , 127.547   , 504.374   , 39        , 93        , 40.6719   , 100       , 100       , -0.59375  , 99.9999   , 18.75     , 18.75     
    3.000, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.882326  , 0         , 73.46     , 0         , -0.25     , 0         , 0         , 0         , 0         , 23.4      , -5.835    , 176.32    , 182.461   , 90.825    , 90.625    , 90.345    , 65.1398   , 64.0931   , 99.2188   , 38.1389   , 1943      , 1690.94   , 1305.39   , 0         , 96.9609   , 129.75    , 129.75    , 127.523   , 504.374   , 39        , 93        , 40.9453   , 100       , 100       , -0.484375 , 99.9999   , 18.75     , 18.75     
    3.050, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.882326  , 0         , 71.46     , 0         , -0.25     , 0         , 0         , 0         , 0         , 21.45     , 0         , 176.695   , 182.836   , 93.14     , 92.9688   , 92.91     , 65.3168   , 64.4959   , 99.2188   , 39.9445   , 1963.25   , 1692.15   , 1321.41   , 0         , 99.0234   , 130.125   , 130.125   , 128.344   , 504.374   , 39        , 93        , 41.2969   , 100       , 100       , -0.6875   , 99.9999   , 18        , 18        
    3.100, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.876222  , 0         , 71.365    , 0         , -0.25     , 0         , 0         , 0         , 0         , 19.8      , -5.985    , 176.648   , 182.766   , 86.415    , 86.3281   , 85.18     , 65.4847   , 64.4959   , 99.2188   , 42.4445   , 1977      , 1687.07   , 1335.9    , 0         , 100.734   , 130.406   , 130.406   , 128.32    , 507.303   , 39        , 93        , 41.6406   , 100       , 100       , -0.296875 , 99.9999   , 18        , 18        
    3.150, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.874513  , 0         , 68.705    , 0         , -0.25     , 0         , 0         , 0         , 0         , 17.15     , -2.055    , 176.602   , 182.719   , 85.285    , 85.1563   , 83.8      , 65.6586   , 64.8392   , 99.2188   , 41.5278   , 1992      , 1692.81   , 1351.13   , 0         , 102.023   , 130.594   , 130.594   , 129.047   , 507.303   , 39        , 93        , 41.8828   , 100       , 100       , -0.34375  , 99.9999   , 17.25     , 17.25     
    3.200, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.875245  , 0         , 68.365    , 0         , -0.25     , 0         , 0         , 0         , 0         , 15.51     , -4.14     , 176.555   , 183.891   , 82        , 82.0313   , 79.735    , 65.7227   , 64.8392   , 99.2188   , 42.75     , 2005.25   , 1690.16   , 1367.46   , 0         , 103.43    , 130.828   , 130.828   , 129.023   , 507.303   , 39        , 93        , 42.3281   , 100       , 100       , -0.703125 , 99.9999   , 18        , 18        
    3.250, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.880128  , 0         , 65.69     , 0         , -0.25     , 0         , 0         , 0         , 0         , 13.6      , -2.115    , 176.578   , 183.938   , 80.38     , 80.4688   , 77.175    , 65.8265   , 65.0727   , 99.2188   , 42.9445   , 2024.75   , 1696.6    , 1382.7    , 0         , 104.344   , 131.18    , 131.18    , 129.539   , 507.303   , 38.25     , 93        , 42.5781   , 100       , 100       , -0.515625 , 99.9999   , 17.25     , 17.25     
    3.300, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.879152  , 0         , 65.105    , 0         , -0.25     , 0         , 0         , 0         , 0         , 12.15     , -4.27     , 176.625   , 183.984   , 77.77     , 77.7344   , 72.985    , 65.976    , 65.0727   , 99.2188   , 44        , 2037      , 1696.41   , 1400.9    , 0         , 105.117   , 131.414   , 131.414   , 129.539   , 510.428   , 38.25     , 93        , 42.875    , 100       , 100       , -0.8125   , 99.9999   , 17.25     , 17.25     
    3.350, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.883546  , 0         , 64.015    , 0         , -0.25     , 0         , 0         , 0         , 0         , 10.44     , -2.175    , 176.672   , 184.031   , 77.4      , 77.3438   , 72.28     , 66.0798   , 65.3229   , 99.2188   , 46.1111   , 2054.75   , 1703.09   , 1417.77   , 0         , 107.039   , 131.742   , 131.742   , 130.055   , 510.428   , 38.25     , 93        , 43.0313   , 100       , 100       , -0.640625 , 99.9999   , 17.25     , 17.25     
    3.400, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.891115  , 0         , 63.095    , 0         , -0.25     , 0         , 0         , 0         , 0         , 9.18      , -4.39     , 176.695   , 184.055   , 75.07     , 75        , 67.885    , 66.2323   , 65.3229   , 99.2188   , 46.6667   , 2076.5    , 1703.2    , 1434.34   , 0         , 109.008   , 131.977   , 131.977   , 130.055   , 510.428   , 38.25     , 93        , 43.3438   , 100       , 100       , -0.171875 , 99.9999   , 16.5      , 16.5      
    3.450, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.892335  , 0         , 61.62     , 0         , -0.25     , 0         , 0         , 0         , 0         , 7.965     , 0         , 177.141   , 184.523   , 76.06     , 76.1719   , 69.585    , 66.33     , 65.5762   , 99.2188   , 46.6667   , 2086.5    , 1706.56   , 1452.11   , 0         , 110.695   , 132.258   , 132.258   , 130.594   , 510.428   , 38.25     , 93        , 43.6484   , 100       , 100       , -0.546875 , 99.9999   , 16.5      , 16.5      
    3.500, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.891115  , 0         , 60.94     , 0         , -0.25     , 0         , 0         , 0         , 0         , 7.08      , -6.705    , 177.188   , 184.57    , 72.175    , 72.2656   , 61.315    , 66.4826   , 65.5762   , 99.2188   , 47.9167   , 2107.75   , 1706.99   , 1471.99   , 0         , 112.172   , 132.539   , 132.539   , 130.594   , 513.807   , 38.25     , 93        , 43.9609   , 100       , 100       , -0.453125 , 99.9999   , 15.75     , 15.75     
    3.550, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.887941  , 0         , 57.885    , 0         , -0.25     , 0         , 0         , 0         , 0         , 5.29      , -2.29     , 177.258   , 184.641   , 72.28     , 72.2656   , 60.885    , 66.5833   , 65.8249   , 99.2188   , 49.75     , 2129.75   , 1714.53   , 1489.06   , 0         , 113.859   , 132.984   , 132.984   , 131.156   , 513.807   , 38.25     , 93        , 44.2344   , 100       , 100       , -0.390625 , 99.9999   , 15.75     , 15.75     
    3.600, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.878175  , 0         , 57.58     , 0         , -0.25     , 0         , 0         , 0         , 0         , 4.41      , -4.62     , 177.305   , 184.688   , 70.68     , 70.7031   , 57.37     , 66.7878   , 65.8249   , 99.2188   , 50.3612   , 2145.25   , 1714.73   , 1508.44   , 0         , 114.797   , 133.219   , 133.219   , 131.156   , 513.807   , 38.25     , 93        , 44.7109   , 100       , 100       , -0.703125 , 99.9999   , 15.75     , 15.75     
    3.650, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.870851  , 0         , 55.98     , 0         , -0.25     , 0         , 0         , 0         , 0         , 3.4       , -2.35     , 177.328   , 184.734   , 70.735    , 70.7031   , 57.03     , 66.8885   , 66.1271   , 99.2188   , 52.3612   , 2164      , 1723.71   , 1527.89   , 0         , 116.414   , 133.5     , 133.5     , 131.813   , 513.807   , 38.25     , 93        , 44.9453   , 100       , 100       , -0.484375 , 99.9999   , 15.75     , 15.75     
    3.700, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.869874  , 0         , 55.41     , 0         , -0.25     , 0         , 0         , 0         , 0         , 2.79      , -4.72     , 177.375   , 184.758   , 69.25     , 69.1406   , 53.48     , 66.9861   , 66.1271   , 99.2188   , 52.3889   , 2179      , 1724.34   , 1548.24   , 0         , 117.773   , 133.781   , 133.781   , 131.813   , 517.381   , 38.25     , 93        , 45.3438   , 100       , 100       , -0.546875 , 99.9999   , 15        , 15        
    3.750, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.87256   , 0         , 53.855    , 0         , -0.25     , 0         , 0         , 0         , 0         , 1.04      , -4.9      , 177.398   , 184.805   , 67.795    , 67.5781   , 49.995    , 67.1387   , 66.3239   , 99.2188   , 52.5      , 2199      , 1730.82   , 1568.13   , 0         , 119.227   , 134.086   , 134.086   , 132.234   , 517.381   , 37.5      , 93        , 45.7109   , 100       , 100       , -0.609375 , 99.9999   , 15        , 15        
    3.800, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.875245  , 0         , 52.03     , 0         , -0.25     , 0         , 0         , 0         , 0         , 0         , -2.53     , 177.469   , 184.875   , 67.965    , 67.9688   , 49.5      , 67.2394   , 66.3239   , 99.2188   , 56.3889   , 2222.75   , 1731.6    , 1588.79   , 0         , 121.945   , 134.484   , 134.484   , 132.234   , 517.381   , 37.5      , 93        , 46.0547   , 99.6079   , 100       , -0.4375   , 99.9999   , 15        , 15        
    3.850, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.884523  , 0         , 51.18     , 0         , -0.25     , 0         , 0         , 0         , 0         , 0         , -5.14     , 177.938   , 185.367   , 66.15     , 66.0156   , 46.04     , 67.4439   , 66.5741   , 99.2188   , 55.7223   , 2242      , 1735.78   , 1610.63   , 0         , 124.172   , 134.836   , 134.836   , 132.797   , 517.381   , 37.5      , 93        , 46.3594   , 100       , 100       , -0.734375 , 99.9999   , 15        , 15        
    3.900, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.890138  , 0         , 49.92     , 0         , -0.25     , 0         , 0         , 0         , 0         , 0         , -5.33     , 177.961   , 185.391   , 65.695    , 65.625    , 44.59     , 67.5934   , 66.5741   , 99.2188   , 58.1667   , 2260.25   , 1736.05   , 1633.87   , 0         , 125.414   , 135       , 135       , 132.797   , 521.366   , 37.5      , 93        , 46.875    , 100       , 100       , -0.578125 , 99.9999   , 15        , 15        
    3.950, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.888917  , 0         , 49.05     , 0         , -0.25     , 0         , 0         , 0         , 0         , 0         , -2.76     , 178.031   , 185.461   , 66.685    , 66.4063   , 46.29     , 67.6362   , 66.9251   , 99.2188   , 58.9445   , 2287.75   , 1746.76   , 1652.62   , 0         , 126.188   , 135.563   , 135.563   , 133.57    , 521.366   , 37.5      , 93        , 47.1406   , 100       , 100       , -1.03125  , 99.9999   , 15        , 15        
    4.000, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.883546  , 0         , 49.825    , 0         , -0.25     , 0         , 0         , 0         , 0         , 0         , -5.62     , 178.078   , 185.508   , 65.455    , 65.2344   , 44.08     , 67.8925   , 66.9251   , 99.2188   , 60.5278   , 2304.75   , 1747.62   , 1673.16   , 0         , 128.18    , 135.914   , 135.914   , 133.57    , 521.366   , 37.5      , 93        , 47.6953   , 100       , 100       , -0.234375 , 99.9999   , 15        , 15        
    4.050, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.884523  , 0         , 49.645    , 0         , -0.25     , 0         , 0         , 0         , 0         , 0         , -2.81     , 178.102   , 185.531   , 66.985    , 66.7969   , 46.835    , 68.0451   , 67.2226   , 99.2188   , 59.9445   , 2322.25   , 1756.56   , 1691.91   , 0         , 129.375   , 136.219   , 136.219   , 134.203   , 521.366   , 37.5      , 93        , 48.0313   , 100       , 100       , -0.09375  , 99.9999   , 15        , 15        
    4.100, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.885744  , 0         , 49.965    , 0         , -0.25     , 0         , 0         , 0         , 0         , 0         , -5.64     , 178.172   , 185.625   , 65.63     , 65.625    , 44.325    , 68.1427   , 67.2226   , 99.2188   , 61.1112   , 2348.5    , 1758.28   , 1710.2    , 0         , 131.203   , 136.805   , 136.805   , 134.227   , 525.604   , 37.5      , 93        , 48.5313   , 100       , 100       , -0.3125   , 99.9999   , 15        , 15        
    4.150, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.88672   , 0         , 49.735    , 0         , -0.25     , 0         , 0         , 0         , 0         , 0         , -2.82     , 178.219   , 185.672   , 67.065    , 66.7969   , 46.915    , 68.3991   , 67.4683   , 99.2188   , 62.1667   , 2368      , 1765.82   , 1725.63   , 0         , 132.234   , 137.133   , 137.133   , 134.766   , 525.604   , 36.75     , 93        , 48.9609   , 100       , 100       , -0.0625   , 99.9999   , 15        , 15        
    4.200, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.888917  , 0         , 50.215    , 0         , -0.25     , 0         , 0         , 0         , 0         , 0         , -2.835    , 178.266   , 185.719   , 67.195    , 67.1875   , 47.16     , 68.5486   , 67.4683   , 99.2188   , 65.0834   , 2390.75   , 1767.11   , 1740.74   , 0         , 134.625   , 137.602   , 137.602   , 134.789   , 525.604   , 36.75     , 93        , 49.4375   , 100       , 100       , -0.171875 , 99.9999   , 15        , 15        
